type,code,name,ISIN,start,market,group,CFI
上櫃認購(售)權證,706666,雙鴻群益95購02,TW19Z7066663,2019/10/21,上櫃,,RWSCCA
上櫃認購(售)權證,706668,昂寶元大96購02,TW19Z7066689,2019/10/21,上櫃,,RWSCCA
上櫃認購(售)權證,706690,環球晶富邦98購01,TW19Z7066903,2019/10/21,上櫃,,RWSCCA
上櫃認購(售)權證,706698,大學光永豐95購02,TW19Z7066986,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706703,信昌電兆豐95購01,TW19Z7067034,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706704,保瑞兆豐95購01,TW19Z7067042,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706705,建榮兆豐95購01,TW19Z7067059,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706726,M31元大96購01,TW19Z7067265,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706731,良維元大97購01,TW19Z7067315,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706733,神盾元大96購01,TW19Z7067331,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706739,新鉅科國泰95購01,TW19Z7067398,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706740,新鉅科國泰95購02,TW19Z7067406,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706741,精華國泰95購01,TW19Z7067414,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706742,群聯富邦95購01,TW19Z7067422,2019/10/22,上櫃,,RWSCCA
上櫃認購(售)權證,706747,安勤統一95購01,TW19Z7067471,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706748,安勤統一95購02,TW19Z7067489,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706751,同致國票95購01,TW19Z7067513,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706752,波若威國票95購01,TW19Z7067521,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706754,碩禾台新96購01,TW19Z7067547,2019/10/23,上櫃,,RWSCCE
上櫃認購(售)權證,706758,六角國泰96購01,TW19Z7067588,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706759,雙美國泰95購01,TW19Z7067596,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706760,鈺太國泰95購01,TW19Z7067604,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706761,鐿鈦國泰96購01,TW19Z7067612,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706762,大江兆豐95購02,TW19Z7067620,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706763,勝麗兆豐95購01,TW19Z7067638,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706765,六角元大96購01,TW19Z7067653,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706767,群聯元大95購04,TW19Z7067679,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706769,環球晶元大95購02,TW19Z7067695,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706773,優群群益95購01,TW19Z7067737,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706774,雙美群益96購01,TW19Z7067745,2019/10/23,上櫃,,RWSCCA
上櫃認購(售)權證,706787,博智國票95購02,TW19Z7067877,2019/10/24,上櫃,,RWSCCA
上櫃認購(售)權證,706788,大學光國泰96購01,TW19Z7067885,2019/10/24,上櫃,,RWSCCA
上櫃認購(售)權證,706792,威剛元大96購01,TW19Z7067927,2019/10/24,上櫃,,RWSCCA
上櫃認購(售)權證,706796,鈺太元大96購02,TW19Z7067968,2019/10/24,上櫃,,RWSCCA
上櫃認購(售)權證,706800,原相元大96購01,TW19Z7068008,2019/10/25,上櫃,,RWSCCA
上櫃認購(售)權證,706803,環球晶中信97購01,TW19Z7068032,2019/10/25,上櫃,,RWSCCE
上櫃認購(售)權證,706804,由田國泰96購01,TW19Z7068040,2019/10/25,上櫃,,RWSCCA
上櫃認購(售)權證,706809,神盾元富95購01,TW19Z7068099,2019/10/25,上櫃,,RWSCCA
上櫃認購(售)權證,706811,環球晶元富95購03,TW19Z7068115,2019/10/25,上櫃,,RWSCCA
上櫃認購(售)權證,706821,雙鴻永豐95購04,TW19Z7068214,2019/10/25,上櫃,,RWSCCA
上櫃認購(售)權證,706822,立端群益95購01,TW19Z7068222,2019/10/25,上櫃,,RWSCCA
上櫃認購(售)權證,706825,穩懋統一96購02,TW19Z7068255,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706830,迅得元大95購01,TW19Z7068305,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706833,鈺太元大96購03,TW19Z7068339,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706840,良維國票95購01,TW19Z7068404,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706841,保瑞國票95購01,TW19Z7068412,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706843,碩禾國票95購01,TW19Z7068438,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706844,新鉅科富邦98購01,TW19Z7068446,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706853,神盾元富95購02,TW19Z7068537,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706855,原相兆豐95購02,TW19Z7068552,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706856,環球晶兆豐95購04,TW19Z7068560,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706858,由田群益96購01,TW19Z7068586,2019/10/28,上櫃,,RWSCCA
上櫃認購(售)權證,706866,凡甲國票95購01,TW19Z7068669,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706867,中美晶國票95購01,TW19Z7068677,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706868,神盾國票96購01,TW19Z7068685,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706869,環球晶國票95購02,TW19Z7068693,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706870,原相群益97購02,TW19Z7068701,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706872,波若威永豐95購01,TW19Z7068727,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706876,大宇資元大96購01,TW19Z7068768,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706877,合晶元大95購01,TW19Z7068776,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706879,信昌電元大95購02,TW19Z7068792,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706882,緯軟元大96購03,TW19Z7068826,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706884,環球晶元大95購03,TW19Z7068842,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706889,雙鴻元富96購01,TW19Z7068891,2019/10/29,上櫃,,RWSCCA
上櫃認購(售)權證,706890,信驊凱基95購01,TW19Z7068909,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706892,網家凱基95購01,TW19Z7068925,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706894,M31元大95購01,TW19Z7068941,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706898,勝麗元大95購02,TW19Z7068982,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706899,閎康元大95購01,TW19Z7068990,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706902,迅得永豐95購02,TW19Z7069022,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706906,大學光國票96購01,TW19Z7069063,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706907,合晶國票95購01,TW19Z7069071,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706908,皇田國票95購01,TW19Z7069089,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706910,閎康國票95購01,TW19Z7069105,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706912,鐿鈦國票96購01,TW19Z7069121,2019/10/30,上櫃,,RWSCCA
上櫃認購(售)權證,706916,M31元大96購02,TW19Z7069162,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706918,大學光元大96購01,TW19Z7069188,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706919,良維元大96購01,TW19Z7069196,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706920,宣德元大96購01,TW19Z7069204,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706923,聚積元大96購01,TW19Z7069238,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706928,大學光永豐96購01,TW19Z7069287,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706933,神盾中信97購01,TW19Z7069337,2019/10/31,上櫃,,RWSCCE
上櫃認購(售)權證,706934,環宇中信97購01,TW19Z7069345,2019/10/31,上櫃,,RWSCCE
上櫃認購(售)權證,706935,VHQ凱基96購01,TW19Z7069352,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706936,台燿凱基96購01,TW19Z7069360,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706937,宜鼎凱基96購01,TW19Z7069378,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706940,穩懋凱基96購01,TW19Z7069402,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706941,譜瑞凱基96購01,TW19Z7069410,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706942,大中國票96購01,TW19Z7069428,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706945,碩禾國票96購01,TW19Z7069451,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706946,環球晶國票96購01,TW19Z7069469,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706947,大田國泰96購01,TW19Z7069477,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706950,雙鴻富邦96購01,TW19Z7069501,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706952,新鉅科元富96購01,TW19Z7069527,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706956,原相群益96購03,TW19Z7069568,2019/10/31,上櫃,,RWSCCA
上櫃認購(售)權證,706960,雙鴻元大96購01,TW19Z7069600,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706961,金可中信96購01,TW19Z7069618,2019/11/01,上櫃,,RWSCCE
上櫃認購(售)權證,706962,勝麗中信97購01,TW19Z7069626,2019/11/01,上櫃,,RWSCCE
上櫃認購(售)權證,706963,群聯中信97購01,TW19Z7069634,2019/11/01,上櫃,,RWSCCE
上櫃認購(售)權證,706965,群聯統一96購01,TW19Z7069659,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706966,三貝德凱基96購01,TW19Z7069667,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706969,信驊凱基96購01,TW19Z7069691,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706970,茂達凱基96購01,TW19Z7069709,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706973,穩懋凱基96購02,TW19Z7069733,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706974,穩懋富邦96購03,TW19Z7069741,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706975,穩懋富邦96購04,TW19Z7069758,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706976,大江國泰96購01,TW19Z7069766,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706977,神盾國泰96購01,TW19Z7069774,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706984,合晶國票96購01,TW19Z7069840,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706985,建榮國票96購02,TW19Z7069857,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706986,網家國票96購01,TW19Z7069865,2019/11/01,上櫃,,RWSCCA
上櫃認購(售)權證,706990,中美晶中信97購01,TW19Z7069907,2019/11/04,上櫃,,RWSCCE
上櫃認購(售)權證,706991,弘塑中信97購01,TW19Z7069915,2019/11/04,上櫃,,RWSCCE
上櫃認購(售)權證,706992,神盾中信96購01,TW19Z7069923,2019/11/04,上櫃,,RWSCCE
上櫃認購(售)權證,706993,環球晶中信96購01,TW19Z7069931,2019/11/04,上櫃,,RWSCCE
上櫃認購(售)權證,706995,弘塑統一96購01,TW19Z7069956,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,706996,群聯統一96購02,TW19Z7069964,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707000,台燿凱基96購02,TW19Z7070004,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707003,神盾凱基96購01,TW19Z7070038,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707013,良維兆豐96購01,TW19Z7070137,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707018,合晶元大96購02,TW19Z7070186,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707019,金居元大96購01,TW19Z7070194,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707020,信昌電元大96購02,TW19Z7070202,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707024,由田國票96購01,TW19Z7070244,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707025,杰力國票96購01,TW19Z7070251,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707026,晶焱國票96購01,TW19Z7070269,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707027,網龍國票96購01,TW19Z7070277,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707029,大宇資國泰97購01,TW19Z7070293,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707030,建榮國泰97購01,TW19Z7070301,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707038,譜瑞富邦97購01,TW19Z7070384,2019/11/04,上櫃,,RWSCCA
上櫃認購(售)權證,707046,大宇資元大97購01,TW19Z7070467,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707048,昇達科元大96購03,TW19Z7070483,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707049,杰力元大96購02,TW19Z7070491,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707050,信昌電元大96購03,TW19Z7070509,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707051,神盾元大97購01,TW19Z7070517,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707053,群聯元大96購01,TW19Z7070533,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707054,合晶國泰97購01,TW19Z7070541,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707055,大江國票96購01,TW19Z7070558,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707056,台半國票96購01,TW19Z7070566,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707061,聯亞國票96購01,TW19Z7070616,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707063,中美晶兆豐96購01,TW19Z7070632,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707065,新普群益97購01,TW19Z7070657,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707074,昂寶永豐96購01,TW19Z7070749,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707075,廣明永豐96購01,TW19Z7070756,2019/11/05,上櫃,,RWSCCA
上櫃認購(售)權證,707077,精華中信97購01,TW19Z7070772,2019/11/06,上櫃,,RWSCCE
上櫃認購(售)權證,707078,環宇中信97購02,TW19Z7070780,2019/11/06,上櫃,,RWSCCE
上櫃認購(售)權證,707079,晟德中信97購01,TW19Z7070798,2019/11/06,上櫃,,RWSCCE
上櫃認購(售)權證,707080,弘塑統一98購01,TW19Z7070806,2019/11/06,上櫃,,RWSCCA
上櫃認購(售)權證,707083,大江元大96購02,TW19Z7070830,2019/11/06,上櫃,,RWSCCA
